"edon.x","disloc2007","escenario3","dsiSQ_E3"
30,10,1,0.028
30,20,3,0.025
30,NA,3,0.025
30,8,3,0.025
30,12,3,0.025
30,28,3,0.025
30,13,6,0.028
30,1,2,0.047
30,2,10,0.032
30,14,5,0.039
30,27,4,0.034
30,23,10,0.032
30,25,1,0.028
30,24,11,0.045
30,19,29,0.034
30,29,15,0.033
30,6,17,0.029
30,7,13,0.047
30,3,23,0.032
30,5,27,0.036
