"edon.x","disloc2013","escenario1","dsiSQ_E1"
13,18,8,0.742
13,10,8,0.742
13,14,2,0.414
13,5,2,0.414
13,16,6,0.621
13,11,5,0.362
13,13,16,0.349
13,15,1,0.281
13,3,5,0.362
13,6,6,0.621
13,17,11,0.375
13,9,1,0.281
13,2,7,0.301
13,1,7,0.301
13,7,18,0.596
13,4,6,0.621
13,8,1,0.281
13,12,10,0.788
