"edon.x","disloc2015","escenario3","dsiSQ_E3"
24,4,1,1
24,11,3,0.688
24,14,4,1
24,2,2,0.717
24,1,5,0.891
24,3,2,0.717
24,10,6,0.588
24,12,15,1
24,13,14,1
24,5,10,0.229
24,7,8,0.325
24,6,10,0.229
24,8,11,0.864
24,15,7,1
24,9,8,0.325
