"edon.x","disloc2011","escenario3","dsiSQ_E3"
3,9,4,0.396
3,10,4,0.396
3,11,4,0.396
3,12,4,0.396
3,13,1,0.531
3,14,3,0.522
3,15,3,0.522
3,1,12,0.571
3,2,11,0.431
3,3,15,0.412
3,5,15,0.412
3,4,13,0.326
3,6,12,0.571
3,16,9,0.067
3,7,9,0.067
3,8,5,0.15
