"edon.x","disloc2013","escenario1","dsiSQ_E1"
29,3,10,0.222
29,2,7,0.703
29,15,8,0.396
29,16,8,0.396
29,12,4,0.413
29,14,4,0.413
29,17,14,0.41
29,13,9,0.821
29,19,14,0.41
29,4,7,0.703
29,5,7,0.703
29,18,15,0.622
29,11,3,0.338
29,10,10,0.222
29,7,11,0.55
29,9,11,0.55
29,6,12,0.882
29,1,13,0.657
29,8,11,0.55
