"edon.x","escenario1","escenario3","dsiE1_E3"
3,4,4,0.35
3,2,4,0.35
3,4,4,0.35
3,3,4,0.35
3,1,1,0.233
3,1,3,0.433
3,3,3,0.433
3,12,12,1
3,11,11,1
3,15,15,1
3,15,15,1
3,13,13,1
3,12,12,1
3,9,9,1
3,9,9,1
3,5,5,1
