"edon.x","escenario1","escenario3","dsiE1_E3"
19,3,1,0.971
19,1,2,0.911
19,2,4,0.537
19,1,2,0.911
19,10,12,1
19,4,4,0.537
19,25,5,0.724
19,23,25,1
19,13,15,1
19,5,7,1
19,5,7,1
19,8,10,1
19,6,8,1
19,4,3,0.512
19,19,19,0.974
19,20,20,0.994
19,20,20,0.994
19,18,18,0.969
19,18,18,0.969
19,18,18,0.969
19,16,16,1
19,22,22,1
19,14,23,0.989
19,14,23,0.989
19,15,24,0.947
19,24,26,1
