"edon.x","disloc2013","escenario3","dsiSQ_E3"
32,14,7,0.507
32,15,7,0.507
32,3,14,0.278
32,12,17,0.881
32,18,15,0.912
32,6,6,0.279
32,16,18,1
32,11,12,0.305
32,8,10,0.367
32,17,16,0.878
32,10,2,0.426
32,4,8,0.717
32,5,8,0.717
32,7,5,0.427
32,9,3,0.708
32,13,1,1
32,1,14,0.278
32,2,14,0.278
