"edon.x","disloc2015","escenario3","dsiSQ_E3"
6,1,11,0.581
6,2,12,0.5
6,5,12,0.5
6,3,9,0.308
6,4,14,0.419
6,6,11,0.581
6,7,15,0.579
6,8,16,0.683
6,9,1,0.636
6,13,4,0.857
6,14,2,0.485
6,11,2,0.485
6,12,3,0.176
6,10,6,0.333
6,15,6,0.333
6,16,7,0.3
