"edon.x","disloc2012","escenario3","dsiSQ_E3"
4,2,11,0.306
4,1,11,0.306
4,7,7,0.136
4,3,7,0.136
4,5,9,0.364
4,4,6,0.913
4,6,9,0.364
4,17,1,0.96
4,19,3,0.967
4,11,15,0.123
4,10,15,0.123
4,9,12,0.567
4,8,17,0.383
4,12,14,0.34
4,20,14,0.34
4,14,4,1
4,15,21,0.926
4,16,20,0.935
4,21,18,1
4,18,2,1
4,13,19,1
