"edon.x","escenario1","escenario3","dsiE1_E3"
24,4,1,0.505
24,7,3,0.424
24,5,4,0.273
24,4,2,0.445
24,3,5,0.891
24,7,2,0.445
24,2,6,0.541
24,9,15,1
24,6,14,0.526
24,14,10,0.314
24,14,8,0.268
24,11,10,0.314
24,15,11,0.286
24,6,7,0.478
24,11,8,0.268
