"edon.x","disloc2013","escenario1","dsiSQ_E1"
8,1,1,0.531
8,10,1,0.531
8,22,3,0.734
8,11,5,0.386
8,21,6,0.757
8,14,5,0.386
8,12,3,0.734
8,13,7,1
8,19,10,0.271
8,18,11,0.424
8,16,10,0.271
8,15,9,0.52
8,17,9,0.52
8,20,8,1
8,2,16,0.264
8,3,22,0.399
8,6,16,0.264
8,4,19,0.161
8,9,19,0.161
8,7,19,0.161
8,5,22,0.399
8,8,18,0.322
