"edon.x","disloc2005","escenario3","dsiSQ_E3"
18,18,1,0.77
18,7,18,0.734
18,13,18,0.734
18,14,3,0.191
18,8,13,0.529
18,6,12,0.3
18,16,1,0.77
18,9,14,0.785
18,3,17,0.194
18,10,16,0.521
18,11,16,0.521
18,12,16,0.521
18,17,2,0.685
18,5,11,0.323
18,2,8,0.68
18,1,9,0.644
18,4,11,0.323
18,15,15,0.466
