"edon.x","disloc2013","escenario3","dsiSQ_E3"
29,3,1,0.8
29,2,1,0.8
29,15,11,0.396
29,16,11,0.396
29,12,13,0.767
29,14,13,0.767
29,17,3,0.41
29,13,6,0.821
29,19,3,0.41
29,4,15,0.722
29,5,15,0.722
29,18,2,0.622
29,11,10,0.774
29,10,9,0.718
29,7,7,0.356
29,9,7,0.356
29,6,5,0.652
29,1,4,0.657
29,8,8,0.656
