"edon.x","escenario1","escenario3","dsiE1_E3"
29,10,1,0.471
29,7,1,0.471
29,8,11,1
29,8,11,1
29,4,13,0.6
29,4,13,0.6
29,14,3,1
29,9,6,1
29,14,3,1
29,7,15,0.698
29,7,15,0.698
29,15,2,1
29,3,10,0.389
29,10,9,0.434
29,11,7,0.442
29,11,7,0.442
29,12,5,0.739
29,13,4,1
29,11,8,0.255
