"edon.x","disloc2010","escenario1","dsiSQ_E1"
20,3,16,0.661
20,25,13,0.56
20,22,3,0.201
20,1,3,0.201
20,20,17,0.5
20,15,14,0.616
20,5,5,0.369
20,16,4,0.214
20,19,2,0.301
20,4,20,0.239
20,18,22,0.14
20,24,20,0.239
20,21,14,0.616
20,8,11,0.725
20,23,18,0.435
20,13,7,0.585
20,10,19,0.395
20,14,1,0.388
20,17,4,0.214
20,12,8,0.331
20,2,16,0.661
20,11,10,0.784
20,7,19,0.395
20,6,5,0.369
20,9,21,0.939
