"edon.x","disloc2015","escenario3","dsiSQ_E3"
19,20,1,0.694
19,22,2,0.489
19,24,4,0.694
19,21,2,0.489
19,16,12,0.42
19,26,4,0.694
19,23,5,0.293
19,18,25,0.875
19,17,15,0.585
19,15,7,0.505
19,12,7,0.505
19,14,10,0.457
19,13,8,0.361
19,25,3,0.31
19,3,19,0.169
19,5,20,0.44
19,4,20,0.44
19,6,18,0.335
19,7,18,0.335
19,8,18,0.335
19,1,16,0.442
19,2,22,0.376
19,11,23,0.466
19,10,23,0.466
19,9,24,0.796
19,19,26,0.847
