"edon.x","disloc2012","escenario3","dsiSQ_E3"
17,9,1,0.462
17,13,11,0.614
17,18,2,0.633
17,16,3,0.477
17,8,1,0.462
17,14,12,0.53
17,15,12,0.53
17,1,9,0.409
17,2,8,0.326
17,3,9,0.409
17,4,9,0.409
17,5,4,0.28
17,6,6,0.483
17,7,6,0.483
17,11,2,0.633
17,17,11,0.614
17,12,10,0.174
17,10,3,0.477
