"edon.x","disloc2012","escenario1","dsiSQ_E1"
17,9,1,0.467
17,13,11,0.589
17,18,2,0.487
17,16,3,0.568
17,8,4,0.472
17,14,12,0.482
17,15,12,0.482
17,1,10,0.342
17,2,8,0.33
17,3,10,0.342
17,4,10,0.342
17,5,5,0.28
17,6,6,0.483
17,7,6,0.483
17,11,1,0.467
17,17,11,0.589
17,12,9,0.171
17,10,3,0.568
