"edon.x","disloc2012","escenario3","dsiSQ_E3"
22,8,14,0.425
22,15,3,0.823
22,14,1,0.77
22,13,2,0.4
22,7,9,0.189
22,12,4,1
22,11,15,0.338
22,3,6,0.316
22,4,7,0.456
22,2,5,0.483
22,1,7,0.456
22,5,7,0.456
22,6,11,0.366
22,10,15,0.338
22,9,13,0.766
