"edon.x","escenario1","escenario3","dsiE1_E3"
32,1,7,1
32,1,7,1
32,15,14,0.611
32,16,17,0.881
32,18,15,0.429
32,2,6,0.567
32,14,18,0.646
32,8,12,0.315
32,8,10,0.297
32,18,16,0.335
32,4,2,1
32,13,8,0.349
32,13,8,0.349
32,15,5,0.23
32,3,3,1
32,5,1,1
32,10,14,0.611
32,10,14,0.611
