"edon.x","disloc2012","escenario3","dsiSQ_E3"
27,1,6,0.506
27,19,3,0.828
27,2,3,0.828
27,3,21,1
27,20,11,0.21
27,4,11,0.21
27,21,11,0.21
27,5,12,0.212
27,6,18,0.639
27,7,14,0.814
27,8,9,0.382
27,9,5,0.691
27,10,8,0.438
27,11,19,0.685
27,12,9,0.382
27,13,7,0.573
27,14,1,1
27,15,20,0.714
27,16,8,0.438
27,17,13,0.634
27,18,6,0.506
