"edon.x","escenario1","escenario3","dsiE1_E3"
11,4,1,1
11,8,2,0.862
11,6,3,1
11,8,2,0.862
11,10,4,1
11,21,22,0.856
11,21,22,0.856
11,7,5,1
11,5,7,1
11,3,8,0.974
11,9,9,0.946
11,4,1,1
11,13,13,1
11,13,13,1
11,17,16,0.894
11,17,16,0.894
11,19,18,0.781
11,19,18,0.781
11,19,18,0.781
11,11,10,1
11,7,5,1
11,12,12,1
