"edon.x","escenario1","escenario3","dsiE1_E3"
8,1,1,1
8,1,1,1
8,3,2,0.83
8,5,4,0.891
8,6,6,1
8,5,4,0.891
8,3,2,0.83
8,7,7,0.921
8,10,10,1
8,11,11,1
8,10,10,1
8,9,9,1
8,9,9,1
8,8,8,0.866
8,16,16,1
8,22,21,1
8,16,16,1
8,19,20,1
8,19,20,1
8,19,20,1
8,22,21,1
8,18,17,1
