"edon.x","disloc2012","escenario3","dsiSQ_E3"
16,19,14,0.845
16,21,10,0.897
16,8,12,0.738
16,2,9,0.709
16,13,2,1
16,23,11,0.656
16,3,8,1
16,22,16,0.872
16,4,1,0.887
16,18,6,0.764
16,7,4,0.248
16,9,15,0.453
16,5,15,0.453
16,1,5,0.806
16,15,4,0.248
16,12,3,0.601
16,24,18,1
16,10,20,0.57
16,11,21,0.31
16,17,19,0.41
16,16,19,0.41
16,20,11,0.656
16,14,4,0.248
16,6,17,1
16,NA,22,0.537
