"edon.x","disloc2015","escenario1","dsiSQ_E1"
24,4,4,0.505
24,11,7,0.319
24,14,5,0.273
24,2,4,0.505
24,1,3,1
24,3,7,0.319
24,10,2,0.892
24,12,9,1
24,13,6,0.526
24,5,14,0.568
24,7,14,0.568
24,6,11,0.562
24,8,15,0.248
24,15,6,0.526
24,9,11,0.562
