"edon.x","disloc2012","escenario1","dsiSQ_E1"
4,2,9,0.333
4,1,9,0.333
4,7,7,0.308
4,3,7,0.308
4,5,9,0.333
4,4,13,0.955
4,6,6,0.387
4,17,1,0.7
4,19,3,0.632
4,11,14,0.409
4,10,19,0.688
4,9,17,0.958
4,8,18,0.92
4,12,16,0.356
4,20,16,0.356
4,14,4,1
4,15,11,0.92
4,16,12,0.217
4,21,21,1
4,18,2,0.914
4,13,20,1
