"edon.x","escenario1","escenario3","dsiE1_E3"
5,6,5,0.484
5,5,3,1
5,6,5,0.484
5,7,11,0.81
5,6,5,0.484
5,2,4,0.528
5,3,8,0.684
5,3,8,0.684
5,8,16,0.784
5,16,13,0.495
5,16,13,0.495
5,14,14,0.31
5,13,14,0.31
5,12,7,1
5,11,10,1
5,9,9,1
