"edon.x","disloc2013","escenario1","dsiSQ_E1"
2,14,7,0.324
2,15,6,0.396
2,1,1,0.722
2,2,5,0.444
2,3,5,0.444
2,4,5,0.444
2,6,3,0.676
2,5,2,0.615
2,7,12,0.11
2,8,16,0.688
2,9,11,0.603
2,12,11,0.603
2,10,13,0.453
2,13,17,0.482
2,11,17,0.482
2,16,14,0.114
2,17,7,0.324
