"edon.x","disloc2015","escenario1","dsiSQ_E1"
12,8,24,0.206
12,4,24,0.206
12,5,18,0.491
12,3,18,0.491
12,9,20,0.413
12,6,22,0.325
12,7,21,0.552
12,26,12,0.378
12,17,5,0.341
12,28,15,0.405
12,27,15,0.405
12,20,11,0.826
12,18,4,0.484
12,23,12,0.378
12,10,3,0.392
12,14,6,0.39
12,15,6,0.39
12,12,10,0.315
12,25,27,0.904
12,1,25,0.382
12,2,25,0.382
12,19,11,0.826
12,22,7,0.958
12,11,28,0.305
12,13,13,0.364
12,24,12,0.378
12,16,8,0.558
12,21,4,0.484
