"edon.x","escenario1","escenario3","dsiE1_E3"
17,1,1,0.434
17,11,11,0.788
17,2,2,0.434
17,3,3,0.742
17,4,1,0.434
17,12,12,0.94
17,12,12,0.94
17,10,9,0.876
17,8,8,0.936
17,10,9,0.876
17,10,9,0.876
17,5,4,1
17,6,6,1
17,6,6,1
17,1,2,0.434
17,11,11,0.788
17,9,10,0.844
17,3,3,0.742
