"edon.x","escenario1","escenario3","dsiE1_E3"
30,20,1,1
30,13,3,0.734
30,13,3,0.734
30,13,3,0.734
30,13,3,0.734
30,13,3,0.734
30,15,6,1
30,23,2,1
30,24,10,1
30,22,5,0.796
30,8,4,1
30,24,10,1
30,20,1,1
30,7,11,0.962
30,30,29,1
30,4,15,1
30,11,17,1
30,21,13,0.683
30,18,23,0.938
30,28,27,1
