"edon.x","escenario1","escenario3","dsiE1_E3"
18,1,1,0.644
18,17,18,0.831
18,17,18,0.831
18,12,3,1
18,16,13,0.653
18,18,12,0.333
18,2,1,0.644
18,13,14,0.537
18,10,17,0.337
18,14,16,0.824
18,14,16,0.824
18,14,16,0.824
18,2,2,0.602
18,8,11,0.329
18,4,8,0.925
18,9,9,0.378
18,9,11,0.329
18,3,15,0.34
