"edon.x","disloc2011","escenario3","dsiSQ_E3"
5,13,5,0.41
5,15,3,0.798
5,14,5,0.41
5,5,11,1
5,12,5,0.41
5,11,4,0.443
5,10,8,0.618
5,6,8,0.618
5,16,16,0.784
5,4,13,0.7
5,1,13,0.7
5,2,14,0.199
5,3,14,0.199
5,9,7,0.283
5,8,10,0.65
5,7,9,0.15
