"edon.x","disloc2013","escenario3","dsiSQ_E3"
8,1,1,0.531
8,10,1,0.531
8,22,2,0.885
8,11,4,0.415
8,21,6,0.757
8,14,4,0.415
8,12,2,0.885
8,13,7,0.921
8,19,10,0.271
8,18,11,0.424
8,16,10,0.271
8,15,9,0.52
8,17,9,0.52
8,20,8,0.866
8,2,16,0.264
8,3,21,0.399
8,6,16,0.264
8,4,20,0.161
8,9,20,0.161
8,7,20,0.161
8,5,21,0.399
8,8,17,0.322
