"edon.x","escenario1","escenario3","dsiE1_E3"
4,9,11,0.5
4,9,11,0.5
4,7,7,0.5
4,7,7,0.5
4,9,9,0.538
4,13,6,0.957
4,6,9,0.538
4,1,1,0.733
4,3,3,0.649
4,14,15,0.381
4,19,15,0.381
4,17,12,0.6
4,18,17,0.439
4,16,14,0.931
4,16,14,0.931
4,4,4,1
4,11,21,0.852
4,12,20,0.452
4,21,18,1
4,2,2,0.914
4,20,19,1
