"edon.x","escenario1","escenario3","dsiE1_E3"
22,14,14,1
22,3,3,1
22,1,1,1
22,2,2,1
22,9,9,1
22,4,4,1
22,15,15,1
22,6,6,1
22,7,7,1
22,5,5,1
22,7,7,1
22,7,7,1
22,11,11,1
22,15,15,1
22,13,13,1
