"edon.x","disloc2012","escenario1","dsiSQ_E1"
16,19,5,0.726
16,21,8,0.802
16,8,9,0.438
16,2,13,0.49
16,13,14,0.904
16,23,3,0.814
16,3,15,0.281
16,22,3,0.814
16,4,11,0.918
16,18,4,0.384
16,7,10,0.248
16,9,2,0.584
16,5,2,0.584
16,1,13,0.49
16,15,10,0.248
16,12,12,0.601
16,24,18,1
16,10,22,0.397
16,11,22,0.397
16,17,21,0.631
16,16,22,0.397
16,20,8,0.802
16,14,10,0.248
16,6,17,1
16,NA,20,0.647
