"edon","disloc2018","disloc2011","esc1","esc3","dsi_pob","pobtot"
3,4,9,4,4,0.308199415631848,864
3,4,9,2,4,0.308199415631848,2154
3,4,11,3,4,0.308199415631848,1536
3,1,13,1,1,0.230395662514345,1123
3,12,1,12,12,1,1400
3,11,1,11,11,1,949
3,16,2,16,16,1,1638
3,15,3,15,15,1,295
3,13,3,13,13,1,1024
3,9,16,9,9,1,1536
3,8,16,8,8,1,2167
3,10,7,10,10,1,1467
3,5,16,5,5,1,1785
3,6,8,6,6,1,11664
3,7,8,7,7,1,1833
