"edon","disloc2018","disloc1996","esc1","esc3","dsi_pob","pobtot"
15,14,13,10,4,0.416021641380062,1958
15,39,39,17,16,0.834159946067365,2688
15,9,8,9,1,0.445049055053641,1222
15,45,45,5,5,0.314139431514887,2225
15,7,5,6,9,0.509590898424259,2665
15,10,10,8,10,0.525521157162465,2417
15,9,9,1,1,0.445049055053641,2162
15,28,28,12,11,0.541284803922994,1664
15,20,20,36,33,0.650104773916757,2255
15,23,23,15,15,0.854246005502192,3793
15,4,6,6,2,0.455295391046302,2914
15,29,16,42,38,0.178579022758779,1678
15,38,38,35,32,0.446382292376232,4059
15,9,34,9,1,0.445049055053641,3706
15,1,27,12,13,0.460506307824018,2480
15,12,36,37,31,0.254055404764982,6236
15,19,19,37,34,0.505982461811679,852
15,43,43,38,37,0.619473121670154,2229
15,14,14,10,4,0.416021641380062,2660
15,35,35,6,6,0.759953568615445,3441
15,5,40,15,18,0.213513339496597,5551
15,3,31,19,17,0.388007874326451,4673
15,10,11,8,10,0.525521157162465,3835
15,21,21,25,28,0.567761246203928,2378
15,22,22,28,24,0.475797994090474,4157
15,42,42,27,23,0.616184781718404,2471
15,6,33,23,25,0.419324277196297,3882
15,17,17,4,7,0.672982298479478,2586
15,17,44,3,7,0.672982298479478,2967
15,15,15,3,8,0.333496556855269,1659
15,15,3,3,8,0.333496556855269,3322
15,7,7,6,9,0.509590898424259,2311
15,4,4,2,2,0.455295391046302,3157
15,32,30,44,41,0.575658084339433,1832
15,29,29,42,38,0.178579022758779,1436
15,25,25,21,20,0.325467470497342,4958
15,41,32,20,21,0.579377170228243,2438
15,41,41,20,21,0.579377170228243,1695
15,24,24,22,22,0.565648649243224,1647
15,24,26,22,22,0.565648649243224,1975
15,13,12,8,3,0.335759226520998,1681
15,37,37,26,27,0.358911534910502,9693
15,18,18,40,35,0.596664724581685,1688
15,34,2,32,43,0.355862335806976,2997
15,34,1,32,43,0.355862335806976,681
