"edon","disloc2018","disloc2012","esc1","esc3","dsi_pob","pobtot"
4,11,2,9,11,0.452499340791803,730
4,5,2,10,5,1,14373
4,7,7,7,7,0.72333054052218,7054
4,8,3,5,8,0.79472538787354,1330
4,9,5,6,9,0.707909528907923,1229
4,6,5,13,6,0.966488561498158,1053
4,10,5,12,10,0.304644037042743,1147
4,10,6,8,10,0.304644037042743,348
4,1,17,1,1,0.735432195363011,2181
4,3,19,3,3,0.664225899105951,754
4,1,17,2,1,0.735432195363011,1908
4,15,11,14,15,0.519663887217399,7130
4,15,11,19,15,0.519663887217399,6256
4,12,9,17,12,0.66641079065687,1834
4,17,8,18,17,0.51817551394761,1002
4,13,11,15,13,1,8216
4,14,12,16,14,1,3209
4,4,14,4,4,1,3519
4,21,15,11,21,0.924239507123604,951
4,18,21,21,18,1,2711
4,19,13,20,19,1,3785
