"edon","disloc2017","disloc2011","esc1","esc3","dsi_pob","pobtot"
5,5,13,6,5,0.578292979340002,760
5,1,15,5,3,1,3083
5,12,5,7,11,0.857496874565912,7004
5,6,12,2,2,0.277785192051738,2839
5,7,10,3,8,0.790421963965369,2483
5,6,11,1,2,0.277785192051738,5509
5,5,12,4,5,0.578292979340002,1429
5,2,16,8,16,0.835004898325909,4421
5,14,4,16,13,0.392650272806468,2708
5,13,4,13,12,0.512633915322463,1456
5,14,1,14,13,0.392650272806468,2321
5,16,3,15,15,0.599318082316574,2822
5,8,9,12,7,1,4860
5,9,9,11,10,1,1195
5,11,9,9,9,1,1338
5,10,8,10,6,1,633
