"edon","disloc2017","disloc2015","esc1","esc3","dsi_pob","pobtot"
31,1,8,8,1,0.979897888826871,1645
31,2,14,8,2,0.16914155049865,2691
31,3,12,7,3,0.950068812850891,1925
31,4,9,3,4,0.935374174480972,1807
31,5,10,6,5,0.21052169087041,2149
31,6,11,4,6,0.531111453566941,1489
31,7,15,9,7,0.299056764361313,1711
31,9,13,8,9,0.928134195660042,1498
31,2,6,2,2,0.16914155049865,1037
31,15,4,13,15,0.948193381980115,15859
31,14,5,11,14,0.75491125097235,4200
31,13,3,14,13,0.481233593897292,10600
31,10,2,12,10,0.350259571706684,1331
31,14,1,11,14,0.75491125097235,1503
31,10,7,12,10,0.350259571706684,1331
