"edon","disloc2017","disloc2013","esc1","esc3","dsi_pob","pobtot"
25,3,3,19,3,0.772061149996527,19421
25,3,3,24,3,0.772061149996527,791
25,9,3,21,9,0.610679319069011,5086
25,7,4,22,7,0.943200694813353,954
25,2,8,1,2,1,1151
25,23,11,16,23,1,707
25,11,21,5,11,0.802765332921366,644
25,19,16,15,19,0.722337196972467,844
25,18,24,13,18,0.388203437720744,1241
25,18,24,14,18,0.388203437720744,428
25,21,24,9,21,0.169511179828735,382
25,21,24,12,21,0.169511179828735,5754
25,17,13,8,17,0.313033458995671,1057
25,16,13,11,16,0.602562439846827,14490
25,15,14,10,15,0.295376478775226,379
25,1,1,2,1,0.750062505208767,1897
25,10,23,3,10,1,128
25,1,2,18,1,0.750062505208767,462
25,6,6,23,6,0.40303047129011,3065
25,4,6,20,4,0.463775474135438,889
25,11,20,4,11,0.802765332921366,268
25,11,20,7,11,0.802765332921366,384
25,14,19,6,14,0.585643734925922,3658
25,24,15,17,24,1,139
