"edon","disloc2018","disloc1996","esc1","esc3","dsi_pob","pobtot"
15,14,13,10,4,0.416021641380062,1958
15,39,39,17,16,0.773232793380544,2688
15,9,8,9,1,0.468257318001062,1222
15,45,45,5,5,0.997881085903645,2225
15,7,5,6,9,0.550960099514425,2665
15,10,10,8,10,0.286258979307387,2417
15,9,9,1,1,0.482611958969227,2162
15,28,28,12,11,0.529393358403832,1664
15,20,20,36,33,0.650104773916757,2255
15,23,23,15,15,0.687662334865329,3793
15,4,6,6,2,0.550960099514425,2914
15,29,16,42,38,0.178579022758779,1678
15,38,38,35,32,0.341322701573406,4059
15,9,34,9,1,0.468257318001062,3706
15,1,27,12,13,0.529393358403832,2480
15,12,36,37,31,0.434189837157891,6236
15,19,19,37,34,0.434189837157891,852
15,43,43,38,37,0.619473121670154,2229
15,14,14,10,4,0.416021641380062,2660
15,35,35,6,6,0.550960099514425,3441
15,5,40,15,18,0.687662334865329,5551
15,3,31,19,17,0.344931450393059,4673
15,10,11,8,10,0.286258979307387,3835
15,21,21,25,28,0.567761246203928,2378
15,22,22,28,24,0.475797994090474,4157
15,42,42,27,23,0.616184781718404,2471
15,6,33,23,25,0.419324277196297,3882
15,17,17,4,7,0.646132255349972,2586
15,17,44,3,7,0.338831153730554,2967
15,15,15,3,8,0.338831153730554,1659
15,15,3,3,8,0.338831153730554,3322
15,7,7,6,9,0.550960099514425,2311
15,4,4,2,2,0.5143395762263,3157
15,32,30,44,41,0.575658084339433,1832
15,29,29,42,38,0.178579022758779,1436
15,25,25,21,20,0.325467470497342,4958
15,41,32,20,21,0.579377170228243,2438
15,41,41,20,21,0.579377170228243,1695
15,24,24,22,22,0.565648649243224,1647
15,24,26,22,22,0.565648649243224,1975
15,13,12,8,3,0.286258979307387,1681
15,37,37,26,27,0.358911534910502,9693
15,18,18,40,35,0.596664724581685,1688
15,34,2,32,43,0.644341564577197,2997
15,34,1,32,43,0.644341564577197,681
