"edon","disloc2016","disloc2007","esc1","esc3","dsi_pob","pobtot"
30,1,10,20,1,0.0348736387841861,2034
30,3,20,13,3,0.026506238953856,2056
30,3,NA,13,3,0.026506238953856,3599
30,3,8,13,3,0.026506238953856,1839
30,3,12,13,3,0.026506238953856,1137
30,3,28,13,3,0.026506238953856,2779
30,6,13,15,6,0.0374651093929494,1272
30,2,1,23,2,0.0351277362635936,1091
30,10,2,24,10,0.0397222540806273,1016
30,5,14,22,5,0.0359068534474094,1389
30,4,27,8,4,0.030587364652215,3234
30,10,23,24,10,0.0397222540806273,3100
30,1,25,20,1,0.0348736387841861,3192
30,11,24,7,11,0.0383018202390572,637
30,29,19,30,29,0.0361553046426285,1360
30,15,29,4,15,0.0286542241774214,1626
30,17,6,11,17,0.0330643011064656,1574
30,13,7,21,13,0.0320112865406263,1064
30,23,3,18,23,0.0268880197863766,2148
30,27,5,28,27,0.0379171960798269,1403
