"edon","disloc2016","disloc2013","esc1","esc3","dsi_pob","pobtot"
2,15,14,7,7,0.201449541749591,1952
2,16,15,6,6,0.560195271524248,755
2,4,1,1,1,0.62805463311305,948
2,3,2,5,5,0.442420805781947,389
2,3,3,5,5,0.442420805781947,785
2,3,4,5,5,0.442420805781947,958
2,5,6,3,3,0.703850619195046,1785
2,1,5,2,2,0.81702016689847,1043
2,6,7,12,12,0.126868949632069,1939
2,11,8,16,16,0.796474127454896,2750
2,10,9,11,11,0.604648254185767,1146
2,10,12,11,11,0.604648254185767,1063
2,9,10,13,13,0.414443494745085,1603
2,8,13,17,17,0.52973410377377,808
2,8,11,17,17,0.52973410377377,2435
2,13,16,14,14,0.114884954871457,2956
2,15,17,7,7,0.201449541749591,5564
