"edon","disloc2018","disloc2015","esc1","esc3","dsi_pob","pobtot"
12,8,8,24,4,0.43260737949336,1622
12,4,4,18,9,0.504767402641206,1541
12,5,5,22,5,0.385274285714286,3694
12,9,9,20,6,0.47037337914013,6223
12,9,9,21,6,0.47037337914013,1468
12,5,5,19,5,0.385274285714286,1824
12,7,7,23,3,0.705646174901545,5766
12,26,26,12,1,0.468165205523814,3881
12,17,17,5,20,0.365652027157884,1519
12,28,28,15,14,0.33618945317379,2557
12,20,20,11,22,0.438208171800756,728
12,18,18,4,21,0.286358932333118,1844
12,28,28,16,14,0.33618945317379,1010
12,28,28,14,14,0.33618945317379,286
12,10,10,3,26,0.318221728084622,1007
12,14,14,6,13,0.375543732141015,4404
12,15,15,2,16,0.309253915910965,1263
12,10,10,9,26,0.318221728084622,1511
12,23,23,1,23,0.661037328148296,2130
12,12,12,10,27,0.189002247125288,675
12,15,15,8,16,0.309253915910965,1556
12,25,25,27,12,1,7040
12,1,1,25,11,0.474577122234426,10726
12,1,1,26,11,0.474577122234426,2460
12,22,22,7,24,0.979493229956739,6477
12,12,12,28,27,0.189002247125288,2784
12,13,13,13,18,0.419671410785343,2105
12,21,21,17,2,0.807948409152714,894
