"edon","disloc2016","disloc2013","esc1","esc3","dsi_pob","pobtot"
29,8,3,10,1,0.51016497823545,1538
29,8,2,7,1,0.51016497823545,3165
29,4,15,8,11,1,1335
29,5,15,1,12,0.176792678074015,1267
29,2,12,4,13,0.420130533070809,889
29,11,17,14,3,1,1327
29,1,13,9,6,1,5522
29,3,16,5,14,0.466303198455583,1562
29,9,5,6,15,0.663158970167552,2334
29,5,12,3,12,0.176792678074015,2512
29,10,18,15,2,1,4978
29,12,7,11,7,0.411041413906743,2550
29,14,10,2,9,0.333724834990323,1959
29,15,7,12,5,0.85559961208431,4149
29,7,2,13,4,1,2047
