"edon","disloc2015","disloc2013","esc1","esc3","dsi_pob","pobtot"
23,11,7,3,7,0.771346196495897,9704
23,14,7,8,7,0.771346196495897,2764
23,13,3,1,3,0.24636968316547,3202
23,13,3,4,3,0.24636968316547,5245
23,9,4,5,4,0.332642463444632,2212
23,8,6,7,6,0.822379764295422,553
23,10,5,6,5,0.707384911625917,2266
23,6,11,12,11,1,2264
23,5,9,9,9,0.940637105078208,8776
23,5,9,10,9,0.940637105078208,111
23,4,15,15,15,0.497262157769721,3243
23,2,13,14,13,0.44516576678603,1512
23,2,13,13,13,0.44516576678603,1662
23,14,2,2,2,0.347703035274815,11481
23,5,10,11,10,0.966596478849949,1211
