"edon","disloc2017","disloc2013","esc1","esc3","dsi_pob","pobtot"
25,3,3,19,3,0.35737695681163,19421
25,3,4,19,3,0.35737695681163,1123
25,2,8,1,2,0.633690162627166,1151
25,23,11,16,23,0.431108169440242,707
25,11,21,5,11,0.558420945107098,644
25,19,16,15,19,0.366342394140849,844
25,18,24,13,18,0.316328981225579,1241
25,20,12,13,20,0.337148742889669,328
25,17,13,12,17,0.239282147335277,332
25,17,14,11,17,0.239282147335277,597
25,1,1,2,1,0.750062505208767,1897
25,19,17,10,19,0.366342394140849,1597
25,10,23,3,10,0.480767930124929,128
25,1,2,18,1,0.750062505208767,462
25,6,6,23,6,0.428773265210364,3065
25,4,7,23,4,0.49114892460243,452
25,11,20,4,11,0.558420945107098,268
25,14,19,6,14,0.302589715356398,3658
25,23,10,16,23,0.431108169440242,389
25,10,22,3,10,0.480767930124929,1366
25,2,9,1,2,0.633690162627166,2445
25,19,18,10,19,0.366342394140849,1687
25,5,5,2,5,0.748760488176964,902
25,24,15,17,24,0.774866788361626,139
