"edon","disloc2018","disloc2012","esc1","esc3","dsi_pob","pobtot"
9,5,5,15,15,0.38667654803957,905
9,3,3,16,16,0.677524860648151,701
9,26,26,23,23,0.332768903798591,1668
9,26,32,21,21,0.863022095795188,1497
9,26,30,23,23,0.332768903798591,1002
9,20,20,31,31,0.580502224119017,4007
9,1,1,12,12,0.818982423557729,3366
9,1,2,12,12,0.818982423557729,2844
9,2,7,10,10,0.524246705672567,856
9,4,4,9,9,0.782701951145581,1003
9,4,6,9,9,0.782701951145581,1328
9,15,15,19,18,0.708270332531675,1025
9,15,14,19,18,0.708270332531675,1051
9,24,24,6,6,0.653793717765213,1322
9,24,21,6,6,0.653793717765213,890
9,21,19,7,7,0.306362314806223,1670
9,22,22,8,8,0.579425851515141,1359
9,24,28,5,6,0.653793717765213,1591
9,21,29,7,7,0.306362314806223,1187
9,27,27,3,3,0.931420114732088,2283
9,31,31,7,7,0.306362314806223,1926
9,33,33,1,1,1,1166
9,7,34,28,25,0.872779309902514,2025
9,18,18,33,33,0.7672147995889,1770
9,23,23,32,32,0.587164718312259,1141
9,18,25,33,33,0.7672147995889,500
9,8,35,26,26,0.878577112600618,3458
9,16,38,30,28,0.721223790403607,1105
9,14,37,29,27,0.785419369624118,1330
9,14,40,29,27,0.785419369624118,2682
9,19,39,27,29,0.338094823078264,1570
9,25,36,25,30,0.63108287120612,1996
9,17,16,24,24,0.590099843403879,1860
9,17,17,24,24,0.590099843403879,1496
9,12,13,14,14,0.648175259849092,1429
9,9,9,13,13,0.865326353266167,2871
9,9,12,13,13,0.865326353266167,1528
9,13,8,17,17,0.43260615096294,280
9,10,10,20,20,0.790618987111999,1442
9,10,11,20,20,0.790618987111999,878
