"edon","disloc2017","disloc2005","esc1","esc3","dsi_pob","pobtot"
18,1,18,1,1,0.784991816693944,767
18,16,7,17,18,0.628034327748263,835
18,16,13,17,18,0.628034327748263,548
18,18,14,12,3,0.444149836398511,23216
18,15,8,16,13,0.402085061984999,1166
18,3,6,18,12,0.732460582606461,2092
18,1,16,2,1,0.410126732908907,1308
18,10,9,13,14,0.633614482616746,2597
18,13,3,10,17,0.257955104667449,2125
18,5,10,14,16,0.394196301564723,1064
18,5,11,14,16,0.394196301564723,1230
18,5,12,14,16,0.394196301564723,506
18,2,17,2,2,0.410126732908907,829
18,6,5,8,11,0.393779191541313,1533
18,8,2,4,8,0.624594686685939,2510
18,9,1,9,9,0.325237401503631,535
18,6,4,9,11,0.325237401503631,1798
18,4,15,3,15,0.56672836474899,1056
