"edon","disloc2016","disloc2013","esc1","esc3","dsi_pob","pobtot"
32,14,14,1,7,1,409
32,13,14,4,2,1,902
32,2,3,15,14,0.464968421052632,5243
32,16,12,16,17,0.84947877764427,1158
32,12,18,18,15,0.27626118054101,904
32,11,6,2,6,0.654939538643156,1140
32,17,16,14,18,0.623205171136615,697
32,7,11,8,12,0.247482281346247,3622
32,5,8,9,10,0.278799174701059,8803
32,7,11,7,12,0.247482281346247,2814
32,8,6,6,4,0.653559745179063,1140
32,3,4,13,8,0.445625893890894,2266
32,3,5,12,8,0.445625893890894,2074
32,9,9,3,3,1,2608
32,18,17,17,16,0.371918701892344,1039
32,2,3,10,14,0.464968421052632,1352
32,15,13,5,1,1,1482
32,1,2,11,13,0.849339941043278,1168
