"edon","disloc2018","disloc2011","esc1","esc3","dsi_pob","pobtot"
3,4,9,4,4,0.407832562281982,864
3,4,10,2,4,0.407832562281982,1331
3,4,11,4,4,0.407832562281982,988
3,4,12,3,4,0.407832562281982,89
3,1,13,1,1,0.502574393367306,1123
3,3,14,1,3,0.773587882612812,1871
3,3,15,3,3,0.773587882612812,302
3,12,1,12,12,0.511591926116348,1400
3,11,2,11,11,0.428935756111475,505
3,15,3,15,15,0.549163710086163,295
3,15,5,15,15,0.549163710086163,704
3,13,4,13,13,0.266992142802655,1407
3,12,6,12,12,0.511591926116348,2090
3,9,16,9,9,0.0623352908219377,1536
3,9,7,9,9,0.0623352908219377,18276
3,5,8,5,5,0.197824953097145,2635
