"edon","disloc2018","disloc2012","esc1","esc3","dsi_pob","pobtot"
14,2,3,3,2,0.133113924846048,1998
14,4,17,8,4,0.428773729255965,2431
14,5,19,4,5,0.343133042314361,1127
14,3,1,2,3,0.562261988267861,3519
14,1,3,7,1,0.219371302471352,3523
14,4,5,6,4,0.428773729255965,983
14,7,17,9,7,0.316058939644988,2019
14,7,17,1,7,0.316058939644988,4544
14,9,2,5,9,0.777784848232685,5485
14,13,12,14,13,1,693
14,12,9,12,12,1,1303
14,11,11,13,11,1,2574
14,10,12,11,10,1,1204
14,20,7,10,20,1,3025
14,14,16,20,14,0.512164994297337,1791
14,14,16,18,14,0.512164994297337,2493
14,14,16,19,14,0.512164994297337,8177
14,19,10,16,19,0.647972202079399,1554
14,19,10,17,19,0.647972202079399,2046
14,18,10,15,18,0.686928748830465,4097
