"edon","disloc2018","disloc2013","esc1","esc3","dsi_pob","pobtot"
21,12,17,12,1,0.996009281167194,3081
21,5,6,16,2,0.512207831647531,2145
21,23,23,8,3,0.954719103129407,3789
21,13,18,6,4,0.96435407017279,3870
21,22,22,3,5,0.964037102473498,1270
21,2,2,19,6,0.284033623471999,1256
21,3,2,13,7,0.431062593038917,2218
21,26,26,18,19,1,5461
21,14,20,10,8,0.796576297569439,891
21,3,3,7,7,0.431062593038917,2852
21,24,23,17,9,1,1172
21,21,21,11,10,0.994759089414935,2603
21,8,8,2,11,1,1455
21,25,20,5,12,1,2249
21,9,9,22,20,1,13689
21,6,6,1,13,0.706059782825821,4242
21,1,1,15,14,0.943416737872938,2270
21,15,19,14,15,1,3891
21,17,13,26,26,1,364
21,10,11,24,24,1,1569
21,19,13,25,25,1,1956
21,20,15,20,21,1,950
21,16,12,23,23,1,780
21,11,12,21,22,1,3081
21,18,8,9,16,1,2877
21,7,7,4,17,1,6144
