"edon","disloc2018","disloc2015","esc1","esc3","dsi_pob","pobtot"
6,6,1,15,11,0.484284030431832,5884
6,2,2,16,12,0.381246950307724,1916
6,2,5,16,12,0.381246950307724,295
6,1,3,16,9,0.297778429503629,906
6,4,4,1,14,0.343164947776391,2841
6,6,6,15,11,0.484284030431832,2463
6,7,7,4,15,0.677612244897959,7725
6,8,8,5,16,0.744193359047459,3320
6,9,9,2,1,0.620295873345445,2457
6,13,13,8,4,0.767192008879023,463
6,14,14,7,2,0.253775632224634,572
6,14,11,7,2,0.253775632224634,2221
6,12,12,8,3,0.24805231988668,721
6,10,10,10,6,0.310306514761384,4006
6,10,15,10,6,0.310306514761384,10229
6,16,16,12,7,0.260863023088626,917
