"","SECCION","munn","edo","edon","disloc2013","disloc2015","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",125,7,28,28,4,12,2033,3496,28,"TAMAULIPAS",1,7,"CAMARGO","MIXTO(A)"
"2",126,7,28,28,4,12,614,881,28,"TAMAULIPAS",1,7,"CAMARGO","URBANO(A)"
"3",127,7,28,28,4,12,786,1190,28,"TAMAULIPAS",1,7,"CAMARGO","URBANO(A)"
"4",128,7,28,28,4,12,746,1163,28,"TAMAULIPAS",1,7,"CAMARGO","MIXTO(A)"
"5",129,7,28,28,4,12,537,805,28,"TAMAULIPAS",1,7,"CAMARGO","URBANO(A)"
"6",130,7,28,28,4,12,354,481,28,"TAMAULIPAS",1,7,"CAMARGO","URBANO(A)"
"7",131,7,28,28,4,12,825,1237,28,"TAMAULIPAS",1,7,"CAMARGO","MIXTO(A)"
"8",132,7,28,28,4,12,593,929,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"9",133,7,28,28,4,12,389,571,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"10",134,7,28,28,4,12,342,513,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"11",135,7,28,28,4,12,208,335,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"12",136,7,28,28,4,12,257,449,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"13",137,7,28,28,4,12,628,920,28,"TAMAULIPAS",1,7,"CAMARGO","MIXTO(A)"
"14",138,7,28,28,4,12,345,513,28,"TAMAULIPAS",1,7,"CAMARGO","MIXTO(A)"
"15",139,7,28,28,4,12,659,1004,28,"TAMAULIPAS",1,7,"CAMARGO","URBANO(A)"
"16",140,7,28,28,4,12,45,57,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"17",141,7,28,28,4,12,72,93,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
"18",142,7,28,28,4,12,241,332,28,"TAMAULIPAS",1,7,"CAMARGO","RURAL"
