"","SECCION","munn","edo","edon","disloc2012","disloc2018","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",1,1,"tab",27,1,6,2340,3737,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"2",2,1,"tab",27,1,6,1728,2647,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"3",3,1,"tab",27,1,6,970,1447,27,"TABASCO",1,1,"BALANCAN","URBANO(A)"
"4",4,1,"tab",27,1,6,927,1324,27,"TABASCO",1,1,"BALANCAN","URBANO(A)"
"5",5,1,"tab",27,1,6,1312,2012,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"6",6,1,"tab",27,1,6,557,779,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"7",7,1,"tab",27,1,6,1086,1681,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"8",8,1,"tab",27,1,6,961,1682,27,"TABASCO",1,1,"BALANCAN","RURAL"
"9",9,1,"tab",27,1,6,933,1456,27,"TABASCO",1,1,"BALANCAN","RURAL"
"10",10,1,"tab",27,1,6,303,474,27,"TABASCO",1,1,"BALANCAN","RURAL"
"11",11,1,"tab",27,1,6,460,697,27,"TABASCO",1,1,"BALANCAN","RURAL"
"12",12,1,"tab",27,1,6,562,894,27,"TABASCO",1,1,"BALANCAN","RURAL"
"13",13,1,"tab",27,1,6,937,1547,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"14",14,1,"tab",27,1,6,614,948,27,"TABASCO",1,1,"BALANCAN","URBANO(A)"
"15",15,1,"tab",27,1,6,666,1056,27,"TABASCO",1,1,"BALANCAN","URBANO(A)"
"16",16,1,"tab",27,1,6,645,1031,27,"TABASCO",1,1,"BALANCAN","URBANO(A)"
"17",17,1,"tab",27,1,6,774,1311,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"18",18,1,"tab",27,1,6,833,1544,27,"TABASCO",1,1,"BALANCAN","RURAL"
"19",19,1,"tab",27,1,6,294,451,27,"TABASCO",1,1,"BALANCAN","RURAL"
"20",20,1,"tab",27,1,6,569,917,27,"TABASCO",1,1,"BALANCAN","RURAL"
"21",21,1,"tab",27,1,6,265,366,27,"TABASCO",1,1,"BALANCAN","RURAL"
"22",22,1,"tab",27,1,6,773,1182,27,"TABASCO",1,1,"BALANCAN","RURAL"
"23",23,1,"tab",27,1,6,783,1334,27,"TABASCO",1,1,"BALANCAN","RURAL"
"24",24,1,"tab",27,1,6,1483,2611,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"25",25,1,"tab",27,1,6,528,853,27,"TABASCO",1,1,"BALANCAN","RURAL"
"26",27,1,"tab",27,1,6,1193,1907,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"27",28,1,"tab",27,1,6,133,212,27,"TABASCO",1,1,"BALANCAN","MIXTO(A)"
"28",29,1,"tab",27,1,6,639,1171,27,"TABASCO",1,1,"BALANCAN","RURAL"
"29",30,1,"tab",27,1,6,916,1514,27,"TABASCO",1,1,"BALANCAN","RURAL"
"30",31,1,"tab",27,1,6,166,229,27,"TABASCO",1,1,"BALANCAN","RURAL"
"31",32,1,"tab",27,1,6,234,362,27,"TABASCO",1,1,"BALANCAN","RURAL"
"32",33,1,"tab",27,1,6,340,544,27,"TABASCO",1,1,"BALANCAN","RURAL"
"33",34,1,"tab",27,1,6,261,456,27,"TABASCO",1,1,"BALANCAN","RURAL"
"34",35,1,"tab",27,1,6,1014,1460,27,"TABASCO",1,1,"BALANCAN","RURAL"
"35",36,1,"tab",27,1,6,559,815,27,"TABASCO",1,1,"BALANCAN","RURAL"
"36",37,1,"tab",27,1,6,1101,1709,27,"TABASCO",1,1,"BALANCAN","RURAL"
"37",38,1,"tab",27,1,6,692,1220,27,"TABASCO",1,1,"BALANCAN","RURAL"
"38",39,1,"tab",27,1,6,775,1223,27,"TABASCO",1,1,"BALANCAN","RURAL"
"39",40,1,"tab",27,1,6,719,1059,27,"TABASCO",1,1,"BALANCAN","RURAL"
"40",41,1,"tab",27,1,6,656,1144,27,"TABASCO",1,1,"BALANCAN","RURAL"
"41",42,1,"tab",27,1,6,1337,2595,27,"TABASCO",1,1,"BALANCAN","RURAL"
"42",43,1,"tab",27,1,6,929,1397,27,"TABASCO",1,1,"BALANCAN","RURAL"
"43",44,1,"tab",27,1,6,914,1782,27,"TABASCO",1,1,"BALANCAN","RURAL"
"44",45,1,"tab",27,1,6,932,1589,27,"TABASCO",1,1,"BALANCAN","RURAL"
"45",668,7,"tab",27,8,9,1793,2839,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"46",669,7,"tab",27,8,9,879,1272,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"47",670,7,"tab",27,8,9,644,915,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"48",671,7,"tab",27,8,9,882,1262,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"49",672,7,"tab",27,8,9,1634,2501,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"50",673,7,"tab",27,8,9,940,1313,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"51",674,7,"tab",27,8,9,2375,3764,27,"TABASCO",1,7,"EMILIANO ZAPATA","MIXTO(A)"
"52",675,7,"tab",27,8,9,727,1045,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"53",676,7,"tab",27,8,9,1126,1662,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"54",677,7,"tab",27,8,9,2732,4271,27,"TABASCO",1,7,"EMILIANO ZAPATA","URBANO(A)"
"55",678,7,"tab",27,8,9,2501,4049,27,"TABASCO",1,7,"EMILIANO ZAPATA","MIXTO(A)"
"56",679,7,"tab",27,8,9,788,1269,27,"TABASCO",1,7,"EMILIANO ZAPATA","RURAL"
"57",680,7,"tab",27,8,9,279,399,27,"TABASCO",1,7,"EMILIANO ZAPATA","RURAL"
"58",681,7,"tab",27,8,9,556,851,27,"TABASCO",1,7,"EMILIANO ZAPATA","RURAL"
"59",682,7,"tab",27,8,9,530,772,27,"TABASCO",1,7,"EMILIANO ZAPATA","RURAL"
"60",683,7,"tab",27,8,9,921,1456,27,"TABASCO",1,7,"EMILIANO ZAPATA","RURAL"
"61",846,11,"tab",27,12,9,1570,2435,27,"TABASCO",1,11,"JONUTA","URBANO(A)"
"62",847,11,"tab",27,12,9,1005,1556,27,"TABASCO",1,11,"JONUTA","URBANO(A)"
"63",848,11,"tab",27,12,9,966,1458,27,"TABASCO",1,11,"JONUTA","URBANO(A)"
"64",849,11,"tab",27,12,9,956,1450,27,"TABASCO",1,11,"JONUTA","URBANO(A)"
"65",850,11,"tab",27,12,9,376,594,27,"TABASCO",1,11,"JONUTA","RURAL"
"66",851,11,"tab",27,12,9,646,978,27,"TABASCO",1,11,"JONUTA","RURAL"
"67",852,11,"tab",27,12,9,441,683,27,"TABASCO",1,11,"JONUTA","RURAL"
"68",853,11,"tab",27,12,9,663,1017,27,"TABASCO",1,11,"JONUTA","RURAL"
"69",854,11,"tab",27,12,9,136,206,27,"TABASCO",1,11,"JONUTA","RURAL"
"70",855,11,"tab",27,12,9,166,236,27,"TABASCO",1,11,"JONUTA","RURAL"
"71",856,11,"tab",27,12,9,285,469,27,"TABASCO",1,11,"JONUTA","RURAL"
"72",857,11,"tab",27,12,9,694,1120,27,"TABASCO",1,11,"JONUTA","RURAL"
"73",858,11,"tab",27,12,9,829,1271,27,"TABASCO",1,11,"JONUTA","RURAL"
