"","SECCION","munn","edo","edon","disloc2010","disloc2016","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",821,14,"dgo",10,4,2,744,1613,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"2",822,14,"dgo",10,4,2,1084,2363,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"3",823,14,"dgo",10,4,2,524,1231,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"4",824,14,"dgo",10,4,2,535,1273,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"5",825,14,"dgo",10,4,2,826,1806,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"6",826,14,"dgo",10,4,2,903,1666,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"7",827,14,"dgo",10,4,2,696,1470,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"8",828,15,"dgo",10,15,5,598,929,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"9",829,15,"dgo",10,15,5,615,983,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"10",830,15,"dgo",10,15,5,888,1473,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"11",831,15,"dgo",10,15,5,472,727,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"12",832,15,"dgo",10,15,5,213,310,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"13",833,15,"dgo",10,15,5,542,817,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"14",834,15,"dgo",10,15,5,511,777,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"15",835,15,"dgo",10,15,5,379,559,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"16",836,15,"dgo",10,15,5,424,688,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"17",837,15,"dgo",10,15,5,514,894,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"18",838,15,"dgo",10,15,5,380,609,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"19",839,15,"dgo",10,15,5,935,1370,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"20",840,15,"dgo",10,15,5,563,856,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"21",841,15,"dgo",10,15,5,183,288,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"22",842,15,"dgo",10,15,5,284,454,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"23",843,15,"dgo",10,15,5,107,154,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"24",844,15,"dgo",10,15,5,303,523,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"25",845,16,"dgo",10,3,2,751,1112,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"26",846,16,"dgo",10,3,2,1711,2840,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"27",847,16,"dgo",10,3,2,858,1358,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"28",848,16,"dgo",10,3,2,601,870,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"29",849,16,"dgo",10,3,2,535,825,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"30",850,16,"dgo",10,3,2,636,894,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"31",851,16,"dgo",10,3,2,651,1026,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"32",852,16,"dgo",10,3,2,363,575,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"33",853,16,"dgo",10,3,2,426,660,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"34",854,16,"dgo",10,3,2,263,405,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"35",855,16,"dgo",10,3,2,462,701,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"36",856,16,"dgo",10,3,2,460,741,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"37",857,16,"dgo",10,3,2,1077,1676,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"38",858,16,"dgo",10,3,2,62,106,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"39",859,16,"dgo",10,3,2,62,120,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"40",860,16,"dgo",10,3,2,754,1254,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"41",861,16,"dgo",10,3,2,854,1262,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"42",862,16,"dgo",10,3,2,164,255,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
"43",863,16,"dgo",10,3,2,665,1017,9,"DISTRITO FEDERAL",1,5,"GUSTAVO A. MADERO","URBANO(A)"
