"","SECCION","munn","edo","edon","disloc2012","disloc2018","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",1,1,"cam",4,2,11,559,730,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"2",2,1,"cam",4,2,11,618,871,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"3",3,1,"cam",4,2,11,610,787,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"4",4,1,"cam",4,2,5,8792,14373,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"5",5,1,"cam",4,2,11,975,1298,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"6",6,1,"cam",4,2,11,933,1318,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"7",7,1,"cam",4,1,11,909,1276,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"8",8,1,"cam",4,2,11,716,1025,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"9",9,1,"cam",4,2,7,4292,6613,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"10",10,1,"cam",4,1,5,967,1352,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"11",11,1,"cam",4,1,11,762,1003,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"12",12,1,"cam",4,1,11,1333,1743,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"13",13,1,"cam",4,1,5,1101,1538,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"14",14,1,"cam",4,1,5,929,1335,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"15",15,1,"cam",4,2,5,970,1392,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"16",16,1,"cam",4,2,5,933,1380,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"17",17,1,"cam",4,7,7,4571,7054,4,"CAMPECHE",1,1,"CAMPECHE","MIXTO(A)"
"18",18,1,"cam",4,2,7,603,852,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"19",19,1,"cam",4,2,5,819,1264,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"20",20,1,"cam",4,2,5,1062,1527,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"21",21,1,"cam",4,1,5,1321,2006,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"22",22,1,"cam",4,1,5,849,1196,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
"23",23,1,"cam",4,1,5,775,1060,4,"CAMPECHE",1,1,"CAMPECHE","URBANO(A)"
