"","SECCION","munn","edo","edon","disloc2013","disloc2016","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",319,2,"bc",2,2,3,910,1282,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"2",320,2,"bc",2,2,3,362,539,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"3",321,2,"bc",2,2,3,744,990,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"4",338,2,"bc",2,2,3,1209,1651,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"5",339,2,"bc",2,2,3,1529,2270,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"6",340,2,"bc",2,2,3,1135,1684,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"7",341,2,"bc",2,2,3,687,1013,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"8",342,2,"bc",2,2,3,1484,2023,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"9",358,2,"bc",2,2,3,1115,1595,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"10",359,2,"bc",2,2,3,659,1050,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"11",360,2,"bc",2,2,3,816,1173,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"12",361,2,"bc",2,2,3,1456,2121,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"13",362,2,"bc",2,2,3,923,1257,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"14",363,2,"bc",2,2,3,802,1164,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"15",364,2,"bc",2,2,3,1117,1611,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"16",365,2,"bc",2,2,3,739,1056,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"17",366,2,"bc",2,2,3,3437,5705,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"18",367,2,"bc",2,2,3,852,1271,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"19",368,2,"bc",2,2,3,1140,1645,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
"20",451,2,"bc",2,3,3,556,715,2,"BAJA CALIFORNIA",1,2,"MEXICALI","URBANO(A)"
