ENTIDAD,NOMBRE ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE MUNICIPIO,SECCION,TIPO
5,COAHUILA,1,2,ACUÑA,3,URBANO(A)
5,COAHUILA,1,2,ACUÑA,4,URBANO(A)
5,COAHUILA,1,2,ACUÑA,5,URBANO(A)
5,COAHUILA,1,2,ACUÑA,6,URBANO(A)
5,COAHUILA,1,2,ACUÑA,7,URBANO(A)
5,COAHUILA,1,2,ACUÑA,8,URBANO(A)
5,COAHUILA,1,2,ACUÑA,10,URBANO(A)
5,COAHUILA,1,2,ACUÑA,11,URBANO(A)
5,COAHUILA,1,2,ACUÑA,12,URBANO(A)
5,COAHUILA,1,2,ACUÑA,13,URBANO(A)
5,COAHUILA,1,2,ACUÑA,14,URBANO(A)
5,COAHUILA,1,2,ACUÑA,15,URBANO(A)
5,COAHUILA,1,2,ACUÑA,16,URBANO(A)
5,COAHUILA,1,2,ACUÑA,17,URBANO(A)
5,COAHUILA,1,2,ACUÑA,18,URBANO(A)
5,COAHUILA,1,2,ACUÑA,19,URBANO(A)
5,COAHUILA,1,2,ACUÑA,20,URBANO(A)
5,COAHUILA,1,2,ACUÑA,21,URBANO(A)
5,COAHUILA,1,2,ACUÑA,22,URBANO(A)
5,COAHUILA,1,2,ACUÑA,23,URBANO(A)
5,COAHUILA,1,2,ACUÑA,24,URBANO(A)
5,COAHUILA,1,2,ACUÑA,25,URBANO(A)
5,COAHUILA,1,2,ACUÑA,26,URBANO(A)
5,COAHUILA,1,2,ACUÑA,27,URBANO(A)
5,COAHUILA,1,2,ACUÑA,28,URBANO(A)
5,COAHUILA,1,2,ACUÑA,29,URBANO(A)
5,COAHUILA,1,2,ACUÑA,30,URBANO(A)
5,COAHUILA,1,2,ACUÑA,31,URBANO(A)
5,COAHUILA,1,2,ACUÑA,32,URBANO(A)
5,COAHUILA,1,2,ACUÑA,33,URBANO(A)
5,COAHUILA,1,2,ACUÑA,34,URBANO(A)
5,COAHUILA,1,2,ACUÑA,35,URBANO(A)
5,COAHUILA,1,2,ACUÑA,36,URBANO(A)
5,COAHUILA,1,2,ACUÑA,37,URBANO(A)
5,COAHUILA,1,2,ACUÑA,40,RURAL
5,COAHUILA,1,2,ACUÑA,41,MIXTO(A)
5,COAHUILA,1,2,ACUÑA,1682,MIXTO(A)
5,COAHUILA,1,2,ACUÑA,1683,MIXTO(A)
5,COAHUILA,1,2,ACUÑA,1684,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1685,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1686,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1687,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1688,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1689,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1690,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1691,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1692,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1693,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1694,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1695,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1696,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1697,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1698,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1699,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1700,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1701,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1702,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1703,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1704,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1705,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1706,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1707,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1708,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1709,URBANO(A)
5,COAHUILA,1,2,ACUÑA,1710,URBANO(A)
5,COAHUILA,1,3,ALLENDE,42,URBANO(A)
5,COAHUILA,1,3,ALLENDE,43,URBANO(A)
5,COAHUILA,1,3,ALLENDE,44,URBANO(A)
5,COAHUILA,1,3,ALLENDE,45,URBANO(A)
5,COAHUILA,1,3,ALLENDE,46,URBANO(A)
5,COAHUILA,1,3,ALLENDE,47,URBANO(A)
5,COAHUILA,1,3,ALLENDE,48,MIXTO(A)
5,COAHUILA,1,3,ALLENDE,49,URBANO(A)
5,COAHUILA,1,3,ALLENDE,50,URBANO(A)
5,COAHUILA,1,3,ALLENDE,51,MIXTO(A)
5,COAHUILA,1,3,ALLENDE,52,URBANO(A)
5,COAHUILA,1,3,ALLENDE,53,URBANO(A)
